record_id,scope_label,classification_basis,evidence_status
EC_EV_000035,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000036,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000037,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000038,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000039,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000040,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000041,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000042,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000043,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000044,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000045,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000046,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000047,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000048,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000049,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000050,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000051,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000052,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000053,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000054,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000055,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000056,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000057,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000058,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000059,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000060,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000061,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000062,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000063,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000064,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000065,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000066,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000067,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000068,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000069,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000070,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000071,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000072,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000073,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000074,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000075,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000076,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000077,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000078,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000079,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000080,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000081,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000082,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000083,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000084,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000085,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000086,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000087,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000088,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000089,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000090,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000091,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000092,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000093,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000094,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000095,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000096,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000097,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000098,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000099,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000100,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000101,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000102,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000103,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000104,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000105,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000106,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000107,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000108,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000109,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000110,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000111,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000112,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000113,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000114,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000115,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000116,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000117,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000118,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000119,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000120,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000121,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000122,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000123,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000124,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000125,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000126,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000127,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000128,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000129,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000130,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000131,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000132,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000133,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000134,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000135,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000136,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000137,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000138,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000139,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000140,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000141,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000142,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000143,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000144,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000145,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000146,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000147,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000148,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000149,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000150,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000151,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000152,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000153,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000154,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000155,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000156,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000157,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000158,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000159,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000160,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000161,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000162,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000163,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000164,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000165,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000166,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000167,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000168,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000169,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000170,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000171,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000172,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000173,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000174,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000175,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000176,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000177,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000178,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000179,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000180,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000181,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000182,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000183,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000184,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000185,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000186,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000187,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000188,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000189,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000190,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000191,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000192,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000193,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000194,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000195,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000196,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000197,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000198,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000199,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000200,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000201,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000202,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000203,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000204,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000205,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000206,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000207,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000208,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000209,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000210,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000211,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000212,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000213,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000214,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000215,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000216,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000217,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000218,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000219,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000220,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000221,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000222,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000223,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000224,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000225,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000226,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000227,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000228,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000229,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000230,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000231,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000232,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000233,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000234,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000235,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000236,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000237,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000238,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000239,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000240,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000241,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000242,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000243,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000244,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000245,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000246,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000247,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000248,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000249,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000250,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000251,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000252,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000253,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000254,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000255,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000256,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000257,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000258,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000259,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000260,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000261,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000262,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000263,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000264,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000265,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000266,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000267,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000268,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000269,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000270,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000271,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000272,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000273,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000274,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000275,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000276,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000277,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000278,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000279,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000280,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000281,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000282,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000283,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000284,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000285,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000286,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000287,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000288,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000289,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000290,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000291,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000292,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000293,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000294,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000295,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000296,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000297,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000298,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000299,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000300,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000301,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000302,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
EC_EV_000303,EC_EV_FINAL_SCOPE,membership_in_verified_WoS_query_#5,verified
